INFO   08:33:05 : Id:315180539122; 休眠电流:3.00uA; 接收电流:22.64mA; 电压:3.33V; 测试结果:成功; 上传结果:失败 上传功能未开启
INFO   08:57:37 : Id:315180540006; 休眠电流:4.00uA; 接收电流:22.63mA; 电压:3.33V; 测试结果:成功; 上传结果:失败 上传功能未开启
INFO   08:57:59 : Id:315180539314; 休眠电流:3.33uA; 接收电流:22.56mA; 电压:3.33V; 测试结果:成功; 上传结果:失败 上传功能未开启
INFO   08:58:17 : Id:315180539667; 休眠电流:3.33uA; 接收电流:22.61mA; 电压:3.33V; 测试结果:成功; 上传结果:失败 上传功能未开启
INFO   08:58:32 : Id:315180540311; 休眠电流:3.00uA; 接收电流:22.38mA; 电压:3.33V; 测试结果:成功; 上传结果:失败 上传功能未开启
INFO   08:58:44 : Id:315180540421; 休眠电流:0.00uA; 接收电流:0.00mA; 电压:0.00V; 测试结果:失败; 上传结果:失败 上传功能未开启
INFO   08:58:55 : Id:315180540421; 休眠电流:4.00uA; 接收电流:22.65mA; 电压:3.33V; 测试结果:成功; 上传结果:失败 上传功能未开启
INFO   08:59:12 : Id:315180539388; 休眠电流:3.00uA; 接收电流:21.91mA; 电压:3.29V; 测试结果:成功; 上传结果:失败 上传功能未开启
INFO   08:59:27 : Id:315180539316; 休眠电流:3.00uA; 接收电流:22.47mA; 电压:3.33V; 测试结果:成功; 上传结果:失败 上传功能未开启
INFO   08:59:47 : Id:315180539292; 休眠电流:3.00uA; 接收电流:22.91mA; 电压:3.33V; 测试结果:成功; 上传结果:失败 上传功能未开启
INFO   09:00:03 : Id:315180541982; 休眠电流:3.33uA; 接收电流:22.16mA; 电压:3.33V; 测试结果:成功; 上传结果:失败 上传功能未开启
INFO   09:00:19 : Id:315180539739; 休眠电流:3.00uA; 接收电流:22.62mA; 电压:3.33V; 测试结果:成功; 上传结果:失败 上传功能未开启
INFO   09:00:35 : Id:315180539487; 休眠电流:3.33uA; 接收电流:22.54mA; 电压:3.29V; 测试结果:成功; 上传结果:失败 上传功能未开启
INFO   09:00:50 : Id:315180542103; 休眠电流:3.00uA; 接收电流:22.37mA; 电压:3.29V; 测试结果:成功; 上传结果:失败 上传功能未开启
INFO   09:01:10 : Id:315180540407; 休眠电流:3.00uA; 接收电流:22.50mA; 电压:3.38V; 测试结果:成功; 上传结果:失败 上传功能未开启
INFO   09:01:31 : Id:315180541791; 休眠电流:3.00uA; 接收电流:22.56mA; 电压:3.33V; 测试结果:成功; 上传结果:失败 上传功能未开启
INFO   09:01:50 : Id:315180540416; 休眠电流:3.00uA; 接收电流:22.67mA; 电压:3.38V; 测试结果:成功; 上传结果:失败 上传功能未开启
INFO   09:02:07 : Id:315180541704; 休眠电流:3.00uA; 接收电流:22.40mA; 电压:3.33V; 测试结果:成功; 上传结果:失败 上传功能未开启
INFO   09:02:22 : Id:315180542029; 休眠电流:3.00uA; 接收电流:22.29mA; 电压:3.33V; 测试结果:成功; 上传结果:失败 上传功能未开启
INFO   09:02:37 : Id:315180541723; 休眠电流:3.33uA; 接收电流:22.23mA; 电压:3.33V; 测试结果:成功; 上传结果:失败 上传功能未开启
INFO   09:02:51 : Id:315180539589; 休眠电流:3.00uA; 接收电流:22.32mA; 电压:3.33V; 测试结果:成功; 上传结果:失败 上传功能未开启
INFO   09:03:10 : Id:315180539265; 休眠电流:0.00uA; 接收电流:22.51mA; 电压:3.33V; 测试结果:失败; 上传结果:失败 上传功能未开启
INFO   09:03:23 : Id:315180539265; 休眠电流:3.00uA; 接收电流:22.50mA; 电压:3.33V; 测试结果:成功; 上传结果:失败 上传功能未开启
INFO   09:03:43 : Id:315180539735; 休眠电流:3.00uA; 接收电流:22.57mA; 电压:3.38V; 测试结果:成功; 上传结果:失败 上传功能未开启
INFO   09:04:02 : Id:315180539484; 休眠电流:2.67uA; 接收电流:22.38mA; 电压:3.33V; 测试结果:成功; 上传结果:失败 上传功能未开启
INFO   09:04:17 : Id:315180541865; 休眠电流:3.00uA; 接收电流:22.69mA; 电压:3.38V; 测试结果:成功; 上传结果:失败 上传功能未开启
INFO   09:04:38 : Id:315180539594; 休眠电流:3.00uA; 接收电流:22.57mA; 电压:3.38V; 测试结果:成功; 上传结果:失败 上传功能未开启
INFO   09:04:49 : Id:315180539101; 休眠电流:0.00uA; 接收电流:0.00mA; 电压:0.00V; 测试结果:失败; 上传结果:失败 上传功能未开启
INFO   09:05:00 : Id:315180539101; 休眠电流:3.00uA; 接收电流:22.11mA; 电压:3.33V; 测试结果:成功; 上传结果:失败 上传功能未开启
INFO   09:05:21 : Id:315180539963; 休眠电流:3.00uA; 接收电流:22.88mA; 电压:3.29V; 测试结果:成功; 上传结果:失败 上传功能未开启
INFO   09:05:35 : Id:315180541891; 休眠电流:3.67uA; 接收电流:22.37mA; 电压:3.38V; 测试结果:成功; 上传结果:失败 上传功能未开启
INFO   09:05:51 : Id:315180539502; 休眠电流:3.00uA; 接收电流:22.54mA; 电压:3.33V; 测试结果:成功; 上传结果:失败 上传功能未开启
INFO   09:06:07 : Id:315180539323; 休眠电流:3.00uA; 接收电流:22.50mA; 电压:3.36V; 测试结果:成功; 上传结果:失败 上传功能未开启
INFO   09:06:22 : Id:315180542011; 休眠电流:3.00uA; 接收电流:22.77mA; 电压:3.33V; 测试结果:成功; 上传结果:失败 上传功能未开启
INFO   09:06:37 : Id:315180539563; 休眠电流:3.33uA; 接收电流:22.13mA; 电压:3.33V; 测试结果:成功; 上传结果:失败 上传功能未开启
INFO   09:06:53 : Id:315180541816; 休眠电流:3.00uA; 接收电流:22.46mA; 电压:3.33V; 测试结果:成功; 上传结果:失败 上传功能未开启
INFO   09:07:08 : Id:315180539702; 休眠电流:0.00uA; 接收电流:0.00mA; 电压:0.00V; 测试结果:失败; 上传结果:失败 上传功能未开启
INFO   09:07:19 : Id:315180539702; 休眠电流:3.33uA; 接收电流:22.61mA; 电压:3.33V; 测试结果:成功; 上传结果:失败 上传功能未开启
INFO   09:07:37 : Id:315180540409; 休眠电流:4.00uA; 接收电流:22.25mA; 电压:3.43V; 测试结果:成功; 上传结果:失败 上传功能未开启
INFO   09:07:51 : Id:315180539526; 休眠电流:3.00uA; 接收电流:22.48mA; 电压:3.33V; 测试结果:成功; 上传结果:失败 上传功能未开启
INFO   09:08:06 : Id:315180542185; 休眠电流:3.00uA; 接收电流:22.32mA; 电压:3.33V; 测试结果:成功; 上传结果:失败 上传功能未开启
INFO   09:08:23 : Id:315180539899; 休眠电流:3.00uA; 接收电流:22.52mA; 电压:3.33V; 测试结果:成功; 上传结果:失败 上传功能未开启
INFO   09:08:39 : Id:315180540086; 休眠电流:3.00uA; 接收电流:22.48mA; 电压:3.38V; 测试结果:成功; 上传结果:失败 上传功能未开启
INFO   09:08:55 : Id:315180540315; 休眠电流:3.00uA; 接收电流:22.84mA; 电压:3.33V; 测试结果:成功; 上传结果:失败 上传功能未开启
INFO   09:09:11 : Id:315180540018; 休眠电流:3.67uA; 接收电流:22.24mA; 电压:3.33V; 测试结果:成功; 上传结果:失败 上传功能未开启
INFO   09:09:29 : Id:315180541793; 休眠电流:3.00uA; 接收电流:22.23mA; 电压:3.38V; 测试结果:成功; 上传结果:失败 上传功能未开启
INFO   09:09:45 : Id:315180541814; 休眠电流:3.33uA; 接收电流:22.56mA; 电压:3.33V; 测试结果:成功; 上传结果:失败 上传功能未开启
INFO   09:10:03 : Id:315180542081; 休眠电流:3.33uA; 接收电流:22.76mA; 电压:3.33V; 测试结果:成功; 上传结果:失败 上传功能未开启
INFO   09:10:23 : Id:315180542032; 休眠电流:0.00uA; 接收电流:22.36mA; 电压:3.29V; 测试结果:失败; 上传结果:失败 上传功能未开启
INFO   09:10:35 : Id:315180542032; 休眠电流:3.67uA; 接收电流:22.36mA; 电压:3.29V; 测试结果:成功; 上传结果:失败 上传功能未开启
INFO   09:10:50 : Id:315180540163; 休眠电流:3.00uA; 接收电流:22.60mA; 电压:3.33V; 测试结果:成功; 上传结果:失败 上传功能未开启
INFO   09:11:07 : Id:315180541662; 休眠电流:3.33uA; 接收电流:22.57mA; 电压:3.43V; 测试结果:成功; 上传结果:失败 上传功能未开启
INFO   09:11:23 : Id:315180539235; 休眠电流:4.33uA; 接收电流:22.37mA; 电压:3.33V; 测试结果:成功; 上传结果:失败 上传功能未开启
INFO   09:11:38 : Id:315180540124; 休眠电流:3.00uA; 接收电流:22.35mA; 电压:3.33V; 测试结果:成功; 上传结果:失败 上传功能未开启
INFO   09:11:54 : Id:315180541714; 休眠电流:3.00uA; 接收电流:22.46mA; 电压:3.38V; 测试结果:成功; 上传结果:失败 上传功能未开启
INFO   09:12:10 : Id:315180541824; 休眠电流:3.00uA; 接收电流:22.81mA; 电压:3.38V; 测试结果:成功; 上传结果:失败 上传功能未开启
INFO   09:12:25 : Id:315180540099; 休眠电流:3.00uA; 接收电流:22.34mA; 电压:3.38V; 测试结果:成功; 上传结果:失败 上传功能未开启
INFO   09:12:40 : Id:315180540180; 休眠电流:3.33uA; 接收电流:22.20mA; 电压:3.33V; 测试结果:成功; 上传结果:失败 上传功能未开启
INFO   09:12:56 : Id:315180541930; 休眠电流:3.00uA; 接收电流:22.29mA; 电压:3.38V; 测试结果:成功; 上传结果:失败 上传功能未开启
INFO   09:13:10 : Id:315180541759; 休眠电流:0.00uA; 接收电流:22.60mA; 电压:0.00V; 测试结果:失败; 上传结果:失败 上传功能未开启
INFO   09:13:21 : Id:315180541759; 休眠电流:3.00uA; 接收电流:22.55mA; 电压:3.33V; 测试结果:成功; 上传结果:失败 上传功能未开启
INFO   09:13:36 : Id:315180539707; 休眠电流:3.00uA; 接收电流:22.52mA; 电压:3.33V; 测试结果:成功; 上传结果:失败 上传功能未开启
INFO   09:13:51 : Id:315180541904; 休眠电流:4.00uA; 接收电流:22.83mA; 电压:3.33V; 测试结果:成功; 上传结果:失败 上传功能未开启
INFO   09:14:07 : Id:315180542116; 休眠电流:3.33uA; 接收电流:22.81mA; 电压:3.33V; 测试结果:成功; 上传结果:失败 上传功能未开启
INFO   09:14:25 : Id:315180540263; 休眠电流:4.00uA; 接收电流:22.73mA; 电压:3.31V; 测试结果:成功; 上传结果:失败 上传功能未开启
INFO   09:14:39 : Id:315180539251; 休眠电流:3.00uA; 接收电流:22.47mA; 电压:3.33V; 测试结果:成功; 上传结果:失败 上传功能未开启
INFO   09:14:56 : Id:315180539958; 休眠电流:3.67uA; 接收电流:22.47mA; 电压:3.26V; 测试结果:成功; 上传结果:失败 上传功能未开启
INFO   09:15:17 : Id:315180540097; 休眠电流:3.33uA; 接收电流:22.41mA; 电压:3.38V; 测试结果:成功; 上传结果:失败 上传功能未开启
INFO   09:15:31 : Id:315180539681; 休眠电流:3.33uA; 接收电流:22.20mA; 电压:3.29V; 测试结果:成功; 上传结果:失败 上传功能未开启
INFO   09:15:54 : Id:315180539505; 休眠电流:3.00uA; 接收电流:22.42mA; 电压:3.33V; 测试结果:成功; 上传结果:失败 上传功能未开启
INFO   09:16:10 : Id:315180539597; 休眠电流:3.00uA; 接收电流:22.37mA; 电压:3.33V; 测试结果:成功; 上传结果:失败 上传功能未开启
INFO   09:16:26 : Id:315180540222; 休眠电流:3.00uA; 接收电流:22.39mA; 电压:3.38V; 测试结果:成功; 上传结果:失败 上传功能未开启
INFO   09:16:42 : Id:315180540066; 休眠电流:4.33uA; 接收电流:22.46mA; 电压:3.24V; 测试结果:成功; 上传结果:失败 上传功能未开启
INFO   09:16:57 : Id:315180539408; 休眠电流:3.33uA; 接收电流:22.62mA; 电压:3.38V; 测试结果:成功; 上传结果:失败 上传功能未开启
INFO   09:17:13 : Id:315180540418; 休眠电流:3.00uA; 接收电流:22.25mA; 电压:3.33V; 测试结果:成功; 上传结果:失败 上传功能未开启
INFO   09:17:30 : Id:315180539805; 休眠电流:3.33uA; 接收电流:22.69mA; 电压:3.38V; 测试结果:成功; 上传结果:失败 上传功能未开启
INFO   09:17:47 : Id:315180540314; 休眠电流:3.33uA; 接收电流:22.51mA; 电压:3.33V; 测试结果:成功; 上传结果:失败 上传功能未开启
INFO   09:18:04 : Id:315180540147; 休眠电流:3.00uA; 接收电流:22.72mA; 电压:3.33V; 测试结果:成功; 上传结果:失败 上传功能未开启
INFO   09:18:23 : Id:315180540269; 休眠电流:3.00uA; 接收电流:22.84mA; 电压:3.31V; 测试结果:成功; 上传结果:失败 上传功能未开启
INFO   09:18:39 : Id:315180540424; 休眠电流:3.00uA; 接收电流:22.54mA; 电压:3.33V; 测试结果:成功; 上传结果:失败 上传功能未开启
INFO   09:18:54 : Id:315180540302; 休眠电流:3.00uA; 接收电流:22.15mA; 电压:3.33V; 测试结果:成功; 上传结果:失败 上传功能未开启
INFO   09:19:09 : Id:315180540017; 休眠电流:3.33uA; 接收电流:22.48mA; 电压:3.33V; 测试结果:成功; 上传结果:失败 上传功能未开启
INFO   09:19:24 : Id:315180540146; 休眠电流:3.33uA; 接收电流:22.76mA; 电压:3.33V; 测试结果:成功; 上传结果:失败 上传功能未开启
INFO   09:19:39 : Id:315180540303; 休眠电流:3.00uA; 接收电流:22.49mA; 电压:3.33V; 测试结果:成功; 上传结果:失败 上传功能未开启
INFO   09:19:56 : Id:315180540408; 休眠电流:3.00uA; 接收电流:22.59mA; 电压:3.38V; 测试结果:成功; 上传结果:失败 上传功能未开启
INFO   09:20:11 : Id:315180540061; 休眠电流:3.33uA; 接收电流:22.63mA; 电压:3.33V; 测试结果:成功; 上传结果:失败 上传功能未开启
INFO   09:20:28 : Id:315180540045; 休眠电流:3.33uA; 接收电流:22.73mA; 电压:3.38V; 测试结果:成功; 上传结果:失败 上传功能未开启
INFO   09:20:43 : Id:315180539873; 休眠电流:3.33uA; 接收电流:22.54mA; 电压:3.38V; 测试结果:成功; 上传结果:失败 上传功能未开启
INFO   09:20:57 : Id:315180540194; 休眠电流:3.00uA; 接收电流:22.43mA; 电压:3.36V; 测试结果:成功; 上传结果:失败 上传功能未开启
INFO   09:21:17 : Id:315180540083; 休眠电流:3.33uA; 接收电流:22.24mA; 电压:3.33V; 测试结果:成功; 上传结果:失败 上传功能未开启
INFO   09:21:33 : Id:315180540047; 休眠电流:3.33uA; 接收电流:22.26mA; 电压:3.33V; 测试结果:成功; 上传结果:失败 上传功能未开启
INFO   09:21:54 : Id:315180540001; 休眠电流:3.67uA; 接收电流:22.65mA; 电压:3.38V; 测试结果:成功; 上传结果:失败 上传功能未开启
INFO   09:22:10 : Id:315180540193; 休眠电流:3.00uA; 接收电流:22.48mA; 电压:3.33V; 测试结果:成功; 上传结果:失败 上传功能未开启
