INFO   08:45:13 : Id:315180540991; 休眠电流:3.00uA; 接收电流:22.02mA; 电压:3.26V; 测试结果:成功; 上传结果:失败 上传功能未开启
INFO   09:05:40 : Id:315180542384; 休眠电流:3.00uA; 接收电流:22.71mA; 电压:3.33V; 测试结果:成功; 上传结果:失败 上传功能未开启
INFO   09:06:00 : Id:315180542423; 休眠电流:3.33uA; 接收电流:22.97mA; 电压:3.38V; 测试结果:成功; 上传结果:失败 上传功能未开启
INFO   09:06:18 : Id:315180542596; 休眠电流:3.00uA; 接收电流:22.14mA; 电压:3.29V; 测试结果:成功; 上传结果:失败 上传功能未开启
INFO   09:06:33 : Id:315180542434; 休眠电流:3.00uA; 接收电流:22.50mA; 电压:3.38V; 测试结果:成功; 上传结果:失败 上传功能未开启
INFO   09:06:48 : Id:315180542558; 休眠电流:3.00uA; 接收电流:22.69mA; 电压:3.38V; 测试结果:成功; 上传结果:失败 上传功能未开启
INFO   09:07:04 : Id:315180542798; 休眠电流:3.00uA; 接收电流:22.61mA; 电压:3.33V; 测试结果:成功; 上传结果:失败 上传功能未开启
INFO   09:07:19 : Id:315180542302; 休眠电流:3.00uA; 接收电流:22.71mA; 电压:3.29V; 测试结果:成功; 上传结果:失败 上传功能未开启
INFO   09:07:38 : Id:315180542327; 休眠电流:3.00uA; 接收电流:22.29mA; 电压:3.29V; 测试结果:成功; 上传结果:失败 上传功能未开启
INFO   09:07:59 : Id:315180542540; 休眠电流:3.00uA; 接收电流:22.42mA; 电压:3.29V; 测试结果:成功; 上传结果:失败 上传功能未开启
INFO   09:08:15 : Id:315180542454; 休眠电流:3.33uA; 接收电流:22.51mA; 电压:3.29V; 测试结果:成功; 上传结果:失败 上传功能未开启
INFO   09:08:30 : Id:315180542331; 休眠电流:3.00uA; 接收电流:22.24mA; 电压:3.38V; 测试结果:成功; 上传结果:失败 上传功能未开启
INFO   09:09:01 : Id:315180540984; 休眠电流:3.00uA; 接收电流:21.88mA; 电压:3.29V; 测试结果:成功; 上传结果:失败 上传功能未开启
INFO   09:09:18 : Id:315180542307; 休眠电流:3.00uA; 接收电流:22.51mA; 电压:3.29V; 测试结果:成功; 上传结果:失败 上传功能未开启
INFO   09:09:36 : Id:315180540935; 休眠电流:3.00uA; 接收电流:22.50mA; 电压:3.29V; 测试结果:成功; 上传结果:失败 上传功能未开启
INFO   09:09:55 : Id:315180542135; 休眠电流:3.00uA; 接收电流:22.62mA; 电压:3.33V; 测试结果:成功; 上传结果:失败 上传功能未开启
INFO   09:10:12 : Id:315180542420; 休眠电流:3.00uA; 接收电流:22.49mA; 电压:3.33V; 测试结果:成功; 上传结果:失败 上传功能未开启
INFO   09:10:27 : Id:315180540932; 休眠电流:3.00uA; 接收电流:22.43mA; 电压:3.33V; 测试结果:成功; 上传结果:失败 上传功能未开启
INFO   09:10:47 : Id:315180542684; 休眠电流:3.00uA; 接收电流:22.26mA; 电压:3.38V; 测试结果:成功; 上传结果:失败 上传功能未开启
INFO   09:11:02 : Id:315180540996; 休眠电流:3.00uA; 接收电流:22.28mA; 电压:3.29V; 测试结果:成功; 上传结果:失败 上传功能未开启
INFO   09:11:19 : Id:315180542439; 休眠电流:3.00uA; 接收电流:22.37mA; 电压:3.38V; 测试结果:成功; 上传结果:失败 上传功能未开启
INFO   09:11:43 : Id:315180540978; 休眠电流:3.00uA; 接收电流:22.10mA; 电压:3.33V; 测试结果:成功; 上传结果:失败 上传功能未开启
INFO   09:12:05 : Id:315180542405; 休眠电流:3.00uA; 接收电流:22.49mA; 电压:3.33V; 测试结果:成功; 上传结果:失败 上传功能未开启
INFO   09:12:19 : Id:315180540687; 休眠电流:3.00uA; 接收电流:22.56mA; 电压:3.29V; 测试结果:成功; 上传结果:失败 上传功能未开启
INFO   09:12:39 : Id:315180542466; 休眠电流:3.00uA; 接收电流:22.44mA; 电压:3.29V; 测试结果:成功; 上传结果:失败 上传功能未开启
INFO   09:13:07 : Id:315180542654; 休眠电流:3.00uA; 接收电流:22.70mA; 电压:3.33V; 测试结果:成功; 上传结果:失败 上传功能未开启
INFO   09:13:30 : Id:315180542802; 休眠电流:3.00uA; 接收电流:22.06mA; 电压:3.33V; 测试结果:成功; 上传结果:失败 上传功能未开启
INFO   09:13:47 : Id:315180542322; 休眠电流:3.00uA; 接收电流:22.25mA; 电压:3.33V; 测试结果:成功; 上传结果:失败 上传功能未开启
INFO   09:14:05 : Id:315180542689; 休眠电流:3.00uA; 接收电流:22.27mA; 电压:3.38V; 测试结果:成功; 上传结果:失败 上传功能未开启
INFO   09:14:20 : Id:315180540891; 休眠电流:3.00uA; 接收电流:22.56mA; 电压:3.33V; 测试结果:成功; 上传结果:失败 上传功能未开启
INFO   09:14:39 : Id:315180540706; 休眠电流:3.00uA; 接收电流:22.84mA; 电压:3.33V; 测试结果:成功; 上传结果:失败 上传功能未开启
INFO   09:14:58 : Id:315180542712; 休眠电流:3.00uA; 接收电流:22.34mA; 电压:3.29V; 测试结果:成功; 上传结果:失败 上传功能未开启
INFO   09:15:12 : Id:315180542390; 休眠电流:3.00uA; 接收电流:22.34mA; 电压:3.33V; 测试结果:成功; 上传结果:失败 上传功能未开启
INFO   09:15:33 : Id:315180542734; 休眠电流:3.00uA; 接收电流:22.31mA; 电压:3.33V; 测试结果:成功; 上传结果:失败 上传功能未开启
INFO   09:15:52 : Id:315180540860; 休眠电流:3.00uA; 接收电流:22.33mA; 电压:3.33V; 测试结果:成功; 上传结果:失败 上传功能未开启
INFO   09:16:10 : Id:315180542309; 休眠电流:3.00uA; 接收电流:22.38mA; 电压:3.33V; 测试结果:成功; 上传结果:失败 上传功能未开启
INFO   09:16:25 : Id:315180540838; 休眠电流:3.00uA; 接收电流:22.43mA; 电压:3.36V; 测试结果:成功; 上传结果:失败 上传功能未开启
INFO   09:17:33 : Id:315180542526; 休眠电流:3.00uA; 接收电流:22.26mA; 电压:3.33V; 测试结果:成功; 上传结果:失败 上传功能未开启
INFO   09:17:50 : Id:315180542428; 休眠电流:3.00uA; 接收电流:22.67mA; 电压:3.33V; 测试结果:成功; 上传结果:失败 上传功能未开启
INFO   09:18:13 : Id:315180542336; 休眠电流:3.00uA; 接收电流:22.59mA; 电压:3.33V; 测试结果:成功; 上传结果:失败 上传功能未开启
INFO   09:18:28 : Id:315180540962; 休眠电流:3.00uA; 接收电流:22.49mA; 电压:3.33V; 测试结果:成功; 上传结果:失败 上传功能未开启
INFO   09:19:04 : Id:315180542564; 休眠电流:3.00uA; 接收电流:22.58mA; 电压:3.33V; 测试结果:成功; 上传结果:失败 上传功能未开启
INFO   09:19:18 : Id:315180542441; 休眠电流:3.00uA; 接收电流:22.25mA; 电压:3.33V; 测试结果:成功; 上传结果:失败 上传功能未开启
INFO   09:19:35 : Id:315180542492; 休眠电流:3.00uA; 接收电流:22.16mA; 电压:3.33V; 测试结果:成功; 上传结果:失败 上传功能未开启
INFO   09:19:50 : Id:315180542569; 休眠电流:3.33uA; 接收电流:22.34mA; 电压:3.29V; 测试结果:成功; 上传结果:失败 上传功能未开启
INFO   09:20:05 : Id:315180542815; 休眠电流:3.00uA; 接收电流:21.98mA; 电压:3.33V; 测试结果:成功; 上传结果:失败 上传功能未开启
INFO   09:20:29 : Id:315180540981; 休眠电流:3.00uA; 接收电流:22.34mA; 电压:3.33V; 测试结果:成功; 上传结果:失败 上传功能未开启
INFO   09:20:45 : Id:315180542379; 休眠电流:3.33uA; 接收电流:22.42mA; 电压:3.33V; 测试结果:成功; 上传结果:失败 上传功能未开启
INFO   09:21:02 : Id:315180542370; 休眠电流:3.00uA; 接收电流:22.40mA; 电压:3.38V; 测试结果:成功; 上传结果:失败 上传功能未开启
INFO   09:21:16 : Id:315180521802; 休眠电流:3.00uA; 接收电流:22.00mA; 电压:3.33V; 测试结果:成功; 上传结果:失败 上传功能未开启
INFO   09:21:50 : Id:315180538249; 休眠电流:3.00uA; 接收电流:22.45mA; 电压:3.33V; 测试结果:成功; 上传结果:失败 上传功能未开启
INFO   09:22:11 : Id:315180522147; 休眠电流:3.00uA; 接收电流:22.67mA; 电压:3.33V; 测试结果:成功; 上传结果:失败 上传功能未开启
INFO   09:22:24 : Id:315180540861; 休眠电流:0.00uA; 接收电流:0.00mA; 电压:0.00V; 测试结果:失败; 上传结果:失败 上传功能未开启
INFO   09:22:48 : Id:315180540861; 休眠电流:3.00uA; 接收电流:22.38mA; 电压:3.38V; 测试结果:成功; 上传结果:失败 上传功能未开启
INFO   09:23:12 : Id:315180542452; 休眠电流:3.00uA; 接收电流:22.57mA; 电压:3.35V; 测试结果:成功; 上传结果:失败 上传功能未开启
INFO   09:23:29 : Id:315180520319; 休眠电流:3.00uA; 接收电流:22.24mA; 电压:3.26V; 测试结果:成功; 上传结果:失败 上传功能未开启
INFO   09:23:44 : Id:315180522892; 休眠电流:3.00uA; 接收电流:22.32mA; 电压:3.33V; 测试结果:成功; 上传结果:失败 上传功能未开启
INFO   09:24:02 : Id:315180521216; 休眠电流:0.00uA; 接收电流:22.30mA; 电压:3.33V; 测试结果:失败; 上传结果:失败 上传功能未开启
INFO   09:24:14 : Id:315180521216; 休眠电流:3.00uA; 接收电流:22.26mA; 电压:3.33V; 测试结果:成功; 上传结果:失败 上传功能未开启
INFO   09:24:31 : Id:315180524627; 休眠电流:0.00uA; 接收电流:22.47mA; 电压:3.33V; 测试结果:失败; 上传结果:失败 上传功能未开启
INFO   09:24:42 : Id:315180524627; 休眠电流:3.00uA; 接收电流:22.60mA; 电压:3.33V; 测试结果:成功; 上传结果:失败 上传功能未开启
INFO   09:25:02 : Id:315180540544; 休眠电流:3.00uA; 接收电流:22.38mA; 电压:3.33V; 测试结果:成功; 上传结果:失败 上传功能未开启
INFO   09:25:18 : Id:315180542751; 休眠电流:3.00uA; 接收电流:22.79mA; 电压:3.33V; 测试结果:成功; 上传结果:失败 上传功能未开启
INFO   09:25:46 : Id:315180542320; 休眠电流:3.00uA; 接收电流:22.48mA; 电压:3.29V; 测试结果:成功; 上传结果:失败 上传功能未开启
INFO   09:26:22 : Id:315180542719; 休眠电流:3.00uA; 接收电流:22.20mA; 电压:3.38V; 测试结果:成功; 上传结果:失败 上传功能未开启
INFO   09:26:47 : Id:315180542859; 休眠电流:3.00uA; 接收电流:22.51mA; 电压:3.33V; 测试结果:成功; 上传结果:失败 上传功能未开启
INFO   09:27:02 : Id:315180523560; 休眠电流:3.00uA; 接收电流:21.99mA; 电压:3.33V; 测试结果:成功; 上传结果:失败 上传功能未开启
INFO   09:27:21 : Id:315180303900; 休眠电流:3.00uA; 接收电流:21.66mA; 电压:3.33V; 测试结果:成功; 上传结果:失败 上传功能未开启
INFO   09:27:38 : Id:315180540476; 休眠电流:3.00uA; 接收电流:22.46mA; 电压:3.29V; 测试结果:成功; 上传结果:失败 上传功能未开启
INFO   09:27:54 : Id:315180542438; 休眠电流:3.00uA; 接收电流:22.35mA; 电压:3.33V; 测试结果:成功; 上传结果:失败 上传功能未开启
INFO   09:28:17 : Id:315180537633; 休眠电流:3.00uA; 接收电流:22.32mA; 电压:3.33V; 测试结果:成功; 上传结果:失败 上传功能未开启
INFO   09:28:29 : Id:315180521919; 休眠电流:0.00uA; 接收电流:0.00mA; 电压:0.00V; 测试结果:失败; 上传结果:失败 上传功能未开启
INFO   09:28:43 : Id:315180521919; 休眠电流:3.00uA; 接收电流:22.46mA; 电压:3.33V; 测试结果:成功; 上传结果:失败 上传功能未开启
INFO   09:29:00 : Id:315180540917; 休眠电流:3.00uA; 接收电流:22.52mA; 电压:3.33V; 测试结果:成功; 上传结果:失败 上传功能未开启
INFO   09:29:20 : Id:315180537838; 休眠电流:3.00uA; 接收电流:22.38mA; 电压:3.29V; 测试结果:成功; 上传结果:失败 上传功能未开启
INFO   09:29:38 : Id:315180524593; 休眠电流:3.00uA; 接收电流:22.33mA; 电压:3.33V; 测试结果:成功; 上传结果:失败 上传功能未开启
INFO   09:29:57 : Id:315180537713; 休眠电流:3.00uA; 接收电流:22.40mA; 电压:3.33V; 测试结果:成功; 上传结果:失败 上传功能未开启
INFO   09:30:15 : Id:315180542072; 休眠电流:3.00uA; 接收电流:22.39mA; 电压:3.33V; 测试结果:成功; 上传结果:失败 上传功能未开启
INFO   09:30:33 : Id:315180542628; 休眠电流:3.00uA; 接收电流:22.61mA; 电压:3.29V; 测试结果:成功; 上传结果:失败 上传功能未开启
INFO   09:31:35 : Id:315180542651; 休眠电流:3.00uA; 接收电流:22.42mA; 电压:3.38V; 测试结果:成功; 上传结果:失败 上传功能未开启
INFO   09:31:58 : Id:315180542555; 休眠电流:3.00uA; 接收电流:22.64mA; 电压:3.33V; 测试结果:成功; 上传结果:失败 上传功能未开启
INFO   09:32:15 : Id:315180542189; 休眠电流:3.00uA; 接收电流:22.42mA; 电压:3.38V; 测试结果:成功; 上传结果:失败 上传功能未开启
INFO   09:32:31 : Id:315180542601; 休眠电流:3.00uA; 接收电流:22.38mA; 电压:3.33V; 测试结果:成功; 上传结果:失败 上传功能未开启
INFO   09:32:45 : Id:315180542825; 休眠电流:3.00uA; 接收电流:22.65mA; 电压:3.38V; 测试结果:成功; 上传结果:失败 上传功能未开启
INFO   09:33:01 : Id:315180541006; 休眠电流:3.00uA; 接收电流:22.41mA; 电压:3.33V; 测试结果:成功; 上传结果:失败 上传功能未开启
INFO   09:33:37 : Id:315180542636; 休眠电流:3.00uA; 接收电流:23.04mA; 电压:3.29V; 测试结果:成功; 上传结果:失败 上传功能未开启
INFO   09:33:56 : Id:315180524580; 休眠电流:3.00uA; 接收电流:22.47mA; 电压:3.38V; 测试结果:成功; 上传结果:失败 上传功能未开启
INFO   09:34:21 : Id:315180541685; 休眠电流:3.00uA; 接收电流:22.63mA; 电压:3.29V; 测试结果:成功; 上传结果:失败 上传功能未开启
INFO   09:34:43 : Id:315180537541; 休眠电流:3.00uA; 接收电流:22.55mA; 电压:3.29V; 测试结果:成功; 上传结果:失败 上传功能未开启
INFO   09:35:01 : Id:315180542703; 休眠电流:3.00uA; 接收电流:22.39mA; 电压:3.33V; 测试结果:成功; 上传结果:失败 上传功能未开启
INFO   09:35:16 : Id:315180542733; 休眠电流:3.00uA; 接收电流:22.33mA; 电压:3.29V; 测试结果:成功; 上传结果:失败 上传功能未开启
INFO   09:35:33 : Id:315180537974; 休眠电流:3.33uA; 接收电流:22.74mA; 电压:3.38V; 测试结果:成功; 上传结果:失败 上传功能未开启
INFO   09:35:48 : Id:315180540447; 休眠电流:0.00uA; 接收电流:0.00mA; 电压:0.00V; 测试结果:失败; 上传结果:失败 上传功能未开启
INFO   09:36:02 : Id:315180540447; 休眠电流:3.00uA; 接收电流:22.37mA; 电压:3.29V; 测试结果:成功; 上传结果:失败 上传功能未开启
INFO   09:36:23 : Id:315180542099; 休眠电流:3.00uA; 接收电流:22.41mA; 电压:3.31V; 测试结果:成功; 上传结果:失败 上传功能未开启
INFO   09:36:38 : Id:315180302308; 休眠电流:3.00uA; 接收电流:21.64mA; 电压:3.33V; 测试结果:成功; 上传结果:失败 上传功能未开启
INFO   09:36:56 : Id:315180537361; 休眠电流:3.00uA; 接收电流:22.50mA; 电压:3.26V; 测试结果:成功; 上传结果:失败 上传功能未开启
INFO   09:37:15 : Id:315180540402; 休眠电流:3.00uA; 接收电流:22.27mA; 电压:3.29V; 测试结果:成功; 上传结果:失败 上传功能未开启
INFO   09:37:38 : Id:315180524879; 休眠电流:3.00uA; 接收电流:22.62mA; 电压:3.33V; 测试结果:成功; 上传结果:失败 上传功能未开启
INFO   09:38:16 : Id:315180403188; 休眠电流:3.00uA; 接收电流:21.57mA; 电压:3.29V; 测试结果:成功; 上传结果:失败 上传功能未开启
INFO   09:38:37 : Id:315180521959; 休眠电流:0.00uA; 接收电流:22.26mA; 电压:3.33V; 测试结果:失败; 上传结果:失败 上传功能未开启
INFO   09:38:57 : Id:315180521959; 休眠电流:3.00uA; 接收电流:22.27mA; 电压:3.33V; 测试结果:成功; 上传结果:失败 上传功能未开启
INFO   09:39:24 : Id:315180403210; 休眠电流:3.00uA; 接收电流:21.57mA; 电压:3.29V; 测试结果:成功; 上传结果:失败 上传功能未开启
INFO   09:39:39 : Id:315180520354; 休眠电流:3.00uA; 接收电流:22.28mA; 电压:3.33V; 测试结果:成功; 上传结果:失败 上传功能未开启
INFO   09:39:58 : Id:315180524626; 休眠电流:3.00uA; 接收电流:22.51mA; 电压:3.38V; 测试结果:成功; 上传结果:失败 上传功能未开启
INFO   09:40:20 : Id:315180520599; 休眠电流:3.00uA; 接收电流:21.99mA; 电压:3.29V; 测试结果:成功; 上传结果:失败 上传功能未开启
INFO   09:40:41 : Id:315180522002; 休眠电流:3.00uA; 接收电流:22.23mA; 电压:3.33V; 测试结果:成功; 上传结果:失败 上传功能未开启
INFO   09:41:04 : Id:315180409657; 休眠电流:3.00uA; 接收电流:21.84mA; 电压:3.29V; 测试结果:成功; 上传结果:失败 上传功能未开启
INFO   09:41:25 : Id:315180303357; 休眠电流:3.00uA; 接收电流:21.91mA; 电压:3.33V; 测试结果:成功; 上传结果:失败 上传功能未开启
INFO   09:41:44 : Id:315180524702; 休眠电流:3.00uA; 接收电流:22.54mA; 电压:3.33V; 测试结果:成功; 上传结果:失败 上传功能未开启
INFO   09:42:10 : Id:315180521148; 休眠电流:3.00uA; 接收电流:22.12mA; 电压:3.33V; 测试结果:成功; 上传结果:失败 上传功能未开启
INFO   09:42:25 : Id:315180540899; 休眠电流:3.00uA; 接收电流:22.56mA; 电压:3.33V; 测试结果:成功; 上传结果:失败 上传功能未开启
INFO   09:42:48 : Id:315180521445; 休眠电流:3.00uA; 接收电流:21.89mA; 电压:3.29V; 测试结果:成功; 上传结果:失败 上传功能未开启
INFO   09:43:09 : Id:315180520228; 休眠电流:3.00uA; 接收电流:22.07mA; 电压:3.33V; 测试结果:成功; 上传结果:失败 上传功能未开启
INFO   09:43:26 : Id:315180524128; 休眠电流:3.00uA; 接收电流:21.94mA; 电压:3.38V; 测试结果:成功; 上传结果:失败 上传功能未开启
